pid,title,tranform,other Element to Look For,HighLevelCollectionName
tufts:18909,Shape Transitions in Anisotropic Multicomponent Lipid Tubules.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18926,From single cells to tissues: Interactions between the matrix and human breast cells in real time.,FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18925,Two-photon excited fluorescence of intrinsic fluorophores enables label-free assessment of adipose tissue function.,FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18921,"Automated biochemical\, morphological\, and organizational assessment of precancerous changes from endogenous Two-Photon fluorescence images.",FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18923,ADAM8 expression in invasive breast cancer promotes tumor dissemination and metastasis.,FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18922,Optical metrics of the extracellular matrix predict compositional and mechanical changes after myocardial infarction.,FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18924,Skin rejuvenation with non-invasive pulsed electric fields.,FacultyScholarshipTransform: 2017-01-13T14:04:23.136-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18929,Dimensions of experienced responsive teaching in engineering.,FacultyScholarshipTransform: 2017-01-13T14:41:26.068-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18930,Developing a systems engineering activity for middle school students using LEGO robotics.,FacultyScholarshipTransform: 2017-01-13T14:41:26.068-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18927,Eliciting informed designer patterns from elementary students with open-ended problems (Fundamental).,FacultyScholarshipTransform: 2017-01-13T14:41:26.068-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18928,"Noticing\, assessing\, and responding to students' engineering: Exploring a responsive teaching approach to engineering design.",FacultyScholarshipTransform: 2017-01-13T14:41:26.068-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18935,Modal Identification Study of Vincent Thomas Bridge Using Simulated Wind-Induced Ambient Vibration Data.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18937,Uncertainty and sensitivity analysis of damage identification results obtained using finite element model updating.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18936,Design and Deployment of a Continuous Monitoring System for the Dowling Hall Footbridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18938,Damage identification of a composite beam using finite element model updating.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18941,General Realization Algorithm for Modal Identification of Linear Dynamic Systems.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18940,Damage assessment through structural identification of a three-story large-scale precast concrete structure.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18939,Effects of changing ambient temperature on finite element model updating of the Dowling Hall Footbridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18942,Uncertainty quantification in the assessment of progressive damage in a 7-story full-scale building slice.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18943,Nonlinear finite element model updating of an infilled frame based on identified time-varying modal parameters during an earthquake.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18945,Finite-element model updating for assessment of progressive damage in a 3-story infilled RC Frame.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18947,System identification study of a 7-story full-scale building slice tested on the UCSD-NEES shake table.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18946,System Identification of Alfred Zampa Memorial Bridge Using Dynamic Field Test Data.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18948,Deterministic-stochastic subspace identification method for identification of nonlinear structures as time-varying linear systems.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18949,Hierarchical Bayesian model updating for structural identification.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18951,Environmental effects on the identified natural frequencies of the Dowling Hall Footbridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18955,Probabilistic identification of simulated damage on the Dowling hall footbridge through Bayesian finite element model updating.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18953,Uncertainty analysis of system identification results obtained for a seven-story building slice tested on the UCSD-NEES shake table.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18954,Damage identification study of a seven-story full-scale building slice tested on the UCSD-NEES shake table.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18944,Dynamic testing of Alfred Zampa Memorial Bridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18952,Accounting for Environmental Effects during Monitoring of the Dowling Hall Footbridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18950,Identification of Simulated Damage on the Dowling Hall Footbridge.,FacultyScholarshipTransform: 2017-01-17T08:38:01.194-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18959,Ultra-sensitive protein detection via Single Molecule Arrays towards early stage cancer monitoring.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18960,Observing single enzyme molecules interconvert between activity states upon heating.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18958,Correlations of salivary biomarkers with clinical assessments in patients with cystic fibrosis.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18957,Genome-wide SNP-genotyping array to study the evolution of the human pathogen Vibrio vulnificus biotype 3.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18956,Salivary inflammatory mediator profiling and correlation to clinical disease markers in asthma.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18961,Rapid and ultrasensitive detection of botulinum neurotoxin serotype A1 in human serum and urine using single-molecule array method.,FacultyScholarshipTransform: 2017-01-17T08:57:42.806-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18965,Incorporating engineering design into elementary school science curricula.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18962,Supporting children's engineering discourse and decision- Making with multimedia engineering notebook tools.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18963,The video case diagnosis task: Assessing pre-service teachers' knowledge of engineering design practices.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18964,Understanding the beliefs and perceptions of teachers who choose to implement engineering-based science instruction.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18966,The impact of engineering-based science instruction on science content understanding and attitudes.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18970,Urban elementary school students' reflective decision-making during formal engineering learning experiences (Fundamental).,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18969,Student videos as a tool for elementary teacher development in teaching engineering: What do teachers notice?.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18968,Pre-service teachers' engineering design practices in an integrated engineering and literacy experience.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18967,Learning engineering and teaching engineering: Comparing the engineering epistemologies of two novice teachers with distinct pedagogies of design.,FacultyScholarshipTransform: 2017-01-17T10:02:26.598-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:gc.phil167.14,"Philosophy 167: Class 1 - Part 14 - The Implications of Ptolemaic Astronomy: Successes\, Shortcomings\, and the Essence of Good Science.",GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.12,Philosophy 167: Class 1 - Part 12 - Calculating the Loops: Using Observations to Get the Orbital Elements.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.11,Philosophy 167: Class 1 - Part 11 - Reproducing the Retrograde Loops: Evidence for the Ptolemaic Model.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.10,Philosophy 167: Class 1 - Part 10 - Ptolemy's Great Contribution: the Bisection of the Eccentricity.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.13,"Philosophy 167: Class 1 - Part 13 - The Goals of Ptolemaic Astronomy: Qualitative\, not Quantitative\, Accuracy.",GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.6,Philosophy 167: Class 1 - Part 6 - Accounts of the Planetary Inequalities: Aristotle's Principles of Celestial Motion.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.9,"Philosophy 167: Class 1 - Part 9 - The Ptolemaic Model: the Solar\, Planetary\, and Lunar Theories.",GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.8,Philosophy 167: Class 1 - Part 8 - The Almagest: a Summary of Books I-XIII.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.7,Philosophy 167: Class 1 - Part 7 - Evidence Problems: Real vs. Apparent Motion.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.5,"Philosophy 167: Class 1 - Part 5 - Accounts of the Planetary Inequalities: the Babylonians\, and Eudoxus.",GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.3,Philosophy 167: Class 1 - Part 3 - Inequalities: The Sun and the Moon.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.1,Philosophy 167: Class 1 - Part 1 - Introduction: The Discovery of High-Quality Evidence.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.2,Philosophy 167: Class 1 - Part 2 - Basic Astronomy: The Celestial Sphere.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.4,Philosophy 167: Class 1 - Part 4 - Inequalities: The Planets.,GreatCoursesBatchTransform: 2015-08-17T13:54:25.149-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.18,Philosophy 167: Class 2 - Part 4 - Regiomontanus: Some Key Pre-Copernicus Publications in Astronomy.,GreatCoursesBatchTransform: 2015-08-18T11:54:23.705-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.16,Philosophy 167: Class 2 - Part 2 - Islamic Astronomy: The Standard Story.,GreatCoursesBatchTransform: 2015-08-18T11:54:23.705-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.15,Philosophy 167: Class 2 - Part 1 - Turning Data into Evidence: Evidence and Hypotheses in Ptolemaic Astronomy.,GreatCoursesBatchTransform: 2015-08-18T11:54:23.705-04:00,pid is meaninful,Great Courses
tufts:gc.phil167.26,Philosophy 167: Class 2 - Part 12 - An Alternative Reason Why Copernicus's Theory Should Have Been Preferred to Ptolemy's: Bringing Empirical Evidence to Bear on Scientific Questions.,GreatCoursesBatchTransform: 2015-08-18T11:54:23.705-04:00,pid is meaninful,Great Courses
