pid,title,tranform,other Element to Look For,HighLevelCollectionName
tufts:17166,Finding the best predictor of reproductive performance of Leach's Storm-Petrels.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17165,"Seasonal Variation in Corticosterone Receptor Binding in Brain\, Hippocampus\, and Gonads in House Sparrows (Passer domesticus).",FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17167,Prebasic Molt of Black-Capped and White-Eyed Vireos: Effects of Breeding Site and the El Niño-Southern Oscillation.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17172,Understanding stress in the healthy animal -potential paths for progress.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17173,Breeding on the Extreme Edge: Modulation of the Adrenocortical Response to Acute Stress in Two High Arctic Passerines.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17158,Breeding on the Extreme Edge: Modulation of the Adrenocortical Response to Acute Stress in Two High Arctic Passerines.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17162,Evaluating the Stress Response as a Bioindicator of SubLethal Effects of Crude Oil Exposure in Wild House Sparrows (Passer domesticus).,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17157,Understanding stress in the healthy animal -potential paths for progress.,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17149,Evaluating the Stress Response as a Bioindicator of SubLethal Effects of Crude Oil Exposure in Wild House Sparrows (Passer domesticus).,FacultyScholarshipTransform: 2016-08-09T10:48:59.458-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17813,In vitro chondrogenic differentiation of human adipose-derived stem cells with silk scaffolds.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17815,Supracolloidal Assemblies as Sacrificial Templates for Porous Silk-Based Biomaterials.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17829,Recombinant DNA production of spider silk proteins.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17816,Epigenetic changes induced by adenosine augmentation therapy prevent epileptogenesis.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17820,Aqueous-Based Coaxial Electrospinning of Genetically Engineered Silk Elastin Core-Shell Nanofibers.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17846,A Tunable Silk Hydrogel Device for Studying Limb Regeneration in Adult Xenopus Laevis.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17839,"Bioengineered 3D Human Kidney Tissue\, a Platform for the Determination of Nephrotoxicity.",FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17840,Functional Characterization of Detergent-Decellularized Equine Tendon Extracellular Matrix for Tissue Engineering Applications.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17819,Beating the Heat - Fast Scanning Melts Silk Beta Sheet Crystals.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17842,Evaluation of Silk Biomaterials in Combination with Extracellular Matrix Coatings for Bladder Tissue Engineering with Primary and Pluripotent Cells.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17838,Noninvasive Metabolic Imaging of Engineered 3D Human Adipose Tissue in a Perfusion Bioreactor.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17824,Quantitative metabolic imaging using endogenous fluorescence to detect stem cell differentiation.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17821,Stability of Silk and Collagen Protein Materials in Space.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17834,Isolation and Maintenance-Free Culture of Contractile Myotubes from Manduca sexta Embryos.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17835,In Vitro Model of Metastasis to Bone Marrow Mediates Prostate Cancer Castration Resistant Growth through Paracrine and Extracellular Matrix Factors.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17837,Chip-Based Comparison of the Osteogenesis of Human Bone Marrow- and Adipose Tissue-Derived Mesenchymal Stem Cells under Mechanical Stimulation.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17833,Protein-based composite materials.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17832,N-acetylglucosamine 6-Phosphate Deacetylase (nagA) Is Required for N-acetyl Glucosamine Assimilation in Gluconacetobacter xylinus.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17831,Single Honeybee Silk Protein Mimics Properties of Multi-Protein Silk.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17817,Osteoblastic differentiation and stress response of human mesenchymal stem cells exposed to alternating current electric fields.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17814,Quantitative analysis of castration resistant prostate cancer progression through phosphoproteome signaling.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17836,"Two-Photon Microscopy for Non-Invasive\, Quantitative Monitoring of Stem Cell Differentiation.",FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17822,Tissue Equivalents Based on Cell-Seeded Biodegradable Microfluidic Constructs.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17818,Binding Quantum Dots to Silk Biomaterials for Optical Sensing.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17827,Bioelectric modulation of macrophage polarization.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17828,Silk Fibroin as Edible Coating for Perishable Food Preservation.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17830,Membrane potential depolarization causes alterations in neuron arrangement and connectivity in cocultures.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17826,Comparison of the depolarization response of human mesenchymal stem cells from different donors.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17823,Carbonization of a stable β-sheet-rich silk protein into a pseudographitic pyroprotein.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17841,Acellular Bi-Layer Silk Fibroin Scaffolds Support Tissue Regeneration in a Rabbit Model of Onlay Urethroplasty.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17844,Complementary Effects of Two Growth Factors in Multifunctionalized Silk Nanofibers for Nerve Reconstruction.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17845,The Effects of Mycoplasma Contamination upon the Ability to Form Bioengineered 3D Kidney Cysts.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17843,Porous Silk Scaffolds for Delivery of Growth Factors and Stem Cells to Enhance Bone Regeneration.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:17825,Robust bioengineered 3D functional human intestinal epithelium.,FacultyScholarshipTransform: 2016-08-24T10:17:53.436-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18155,Identification of Biochemical Network Modules Based on Shortest Retroactive Distances.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18154,PROXIMAL: a method for Prediction of Xenobiotic Metabolism.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18150,Probabilistic strain optimization under constraint uncertainty.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18151,MC³: a steady-state model and constraint consistency checker for biochemical networks.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18153,Metabolic Flux-Based Modularity using Shortest Retroactive distances.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18152,Discovery of substrate cycles in large scale metabolic networks using hierarchical modularity.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18156,Longitudinal Analysis of the Intestinal Microbiota in Persistently Stunted Young Children in South India.,FacultyScholarshipTransform: 2016-10-12T09:54:09.41-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18187,On a Model of Pattern Regeneration Based on Cell Memory.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18171,Optogenetic Control of Apoptosis in Targeted Tissues of Xenopus laevis Embryos.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18183,HDAC Activity Is Required during Xenopus Tail Regeneration.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18189,The stability of memories during brain remodeling: A perspective.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18186,Towards a Physarum learning chip.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18180,A Second-Generation Device for Automated Training and Quantitative Behavior Analyses of Molecularly-Tractable Model Organisms.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18175,On Having No Head: Cognition throughout Biological Systems.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18173,Gap Junctional Blockade Stochastically Induces Different Species-Specific Head Anatomies in Genetically Wild-Type Girardia dorotocephala Flatworms.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18166,Transmembrane potential of GlyCl-expressing instructor cells induces a neoplastic-like conversion of melanocytes via a serotonergic pathway.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18172,Bioelectric memory: modeling resting potential bistability in amphibian embryos and mammalian cells.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18179,Inferring Regulatory Networks from Experimental Morphological Phenotypes: A Computational Method Reverse-Engineers Planarian Regeneration.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18165,Transmembrane voltage potential is an essential cellular parameter for the detection and control of tumor development in a Xenopus model.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18174,Long-range gap junctional signaling controls oncogene-mediated tumorigenesis in Xenopus laevis embryos.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18185,Target morphology and cell memory: a model of regenerative pattern formation.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18182,"Long-Distance Signals Are Required for Morphogenesis of the Regenerating Xenopus Tadpole Tail\, as Shown by Femtosecond-Laser Ablation.",FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18184,"Low Frequency Vibrations Induce Malformations in Two Aquatic Species in a Frequency-\, Waveform-\, and Direction-Specific Manner.",FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18178,Modeling Planarian Regeneration: A Primer for Reverse-Engineering the Worm.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18177,Membrane Potential Controls Adipogenic and Osteogenic Differentiation of Mesenchymal Stem Cells.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18176,It's never too early to get it Right: A conserved role for the cytoskeleton in left-right asymmetry.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18181,Low Frequency Vibrations Disrupt Left-Right Patterning in the Xenopus Embryo.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18170,Design of a flexible component gathering algorithm for converting cell-based models to graph representations for use in evolutionary search.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18169,Histone deacetylase activity is necessary for leftright patterning during vertebrate development.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18168,"Use of genetically encoded\, light-gated ion translocators to control tumorigenesis.",FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18167,Neurally Derived Tissues in Xenopus laevis Embryos Exhibit a Consistent Bioelectrical Left-Right Asymmetry.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18164,Transmembrane voltage potential of somatic cells controls oncogene-mediated tumorigenesis at long-range.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18188,Physiological inputs regulate species-specific anatomy during embryogenesis and regeneration.,FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18163,"Serotonin has early\, cilia-independent roles in Xenopus left-right patterning.",FacultyScholarshipTransform: 2016-10-14T14:49:23.146-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18195,Hazard function analysis for flood planning under nonstationarity.,FacultyScholarshipTransform: 2016-10-18T08:35:11.505-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18193,Excluded and Frozen Out: Unauthorised Immigrants' (Non)Access to Care after US Health Care Reform.,FacultyScholarshipTransform: 2016-10-18T08:35:11.505-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18192,"""They worried I'm dangerous? I'm absolutely harmless"": US academic Steven Salaita speaks out after losing his job for posting controversial tweets.",FacultyScholarshipTransform: 2016-10-18T08:35:11.505-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18194,Beyond Blocks: Syntax and Semantics.,FacultyScholarshipTransform: 2016-10-18T08:35:11.505-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18196,Multimodal signals: ultraviolet reflectance and chemical cues in stomatopod agonistic encounters.,FacultyScholarshipTransform: 2016-10-18T08:35:11.505-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18235,"Population Viability and Vital Rate Sensitivity of an Endangered Avian Cooperative Breeder\, the White-Breasted Thrasher (Ramphocinclus brachyurus).",FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18233,Assessing uncertainty in sighting records: an example of the Barbary lion.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18234,Predicting Vulnerabilities of North American Shorebirds to Climate Change.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18231,A vision for an expanded role of ornithological societies in conservation.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18230,No Evidence for Individual Assortment by Temperament Relative to Patch Area or Patch Openness in the Bobolink.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18227,Report of the AOU Conservation Committee on the Partners in Flight Species Prioritization Plan.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18232,Evaluating the Roles of Visual Openness and Edge Effects on Nest-Site Selection and Reproductive Success in Grassland Birds.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18228,Territorial Movements of Black-throated Blue Warblers in a Landscape Fragmented by Forestry.,FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18229,"The Importance\, Effects\, and Ethics of Bird Collecting.",FacultyScholarshipTransform: 2016-10-21T10:55:15.795-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18330,0.5 μW sub-threshold operational transconductance amplifiers using 0.15 μm fully depleted silicon-on-insulator (FDSOI) process.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18331,"A toolkit of thread-based microfluidics\, sensors\, and electronics for 3D tissue embedding for medical diagnostics.",FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18329,Evaluating mathematics teachers' professional development motivations and needs.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18332,Biodegradable nanofibrous polymeric substrates for generating elastic and flexible electronics.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18333,Historical Reconstruction: Gaining Epistemic Access to the Deep Past.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18334,Using Formal Methods to Eliminate Exploitable Bugs.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18335,Metamaterials for remote generation of spatially controllable two dimensional array of microplasma.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18337,High-throughput heterogeneous integration of diverse nanomaterials on a single chip for sensing applications.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18336,The coevolution of recognition and social behavior.,FacultyScholarshipTransform: 2016-10-27T13:45:44.061-04:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18439,Negative Returns: The Impact of Impact Investing on Empowerment and Advocacy.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18440,Probing Spin Dependent Quark and Gluon Distributions Through Azimuthal and Polarization Asymmetries.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18442,Sustainability and Interest Group Participation in City Politics.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18441,Business Politics in an Era of Demographic Change.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18443,Synthetic bioreducible lipid-based nanoparticlesfor miRNA delivery to mesenchymal stem cells to induceneuronal diﬀerentiation.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18444,The matrix reloaded: The evolution of regenerative hydrogels.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18447,Integrating protein engineering and bioorthogonal click conjugation for extracellular vesicle modulation and intracellular delivery.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18446,Neuronal differentiation of human mesenchymal stem cells using exosomes derived from differentiating neuronal cells.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18445,Synthetic and nature-derived lipid nanoparticles for neural regeneration.,FacultyScholarshipTransform: 2016-11-14T10:06:29.71-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18585,Monoethylhexyl Phthalate Elicits an Inflammatory Response in Adipocytes Characterized by Alterations in Lipid and Cytokine Pathways.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18586,Prediction and quantification of bioactive microbiota metabolites in the mouse gut.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18584,Stable Beginnings in Engineering Design.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18590,Metabolic flux analysis of mitochondrial uncoupling in 3T3-L1 adipocytes.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18588,Successful population establishment from small introductions appears to be less common than believed.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18587,Veterans lead fight against sexual assault in the military.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18589,Analysis of transcription factor network underlying 3T3-L1 adipocyte differentiation.,FacultyScholarshipTransform: 2016-11-22T11:47:16.506-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18801,More than noise: Employing hip-hop music to inform community development practice.,FacultyScholarshipTransform: 2016-12-12T11:14:11.698-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18802,On the deterministic and stochastic use of hydrologic models.,FacultyScholarshipTransform: 2016-12-12T11:14:11.698-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18907,Anomalous uniform domain in a twisted nematic cell constructed from micropatterned surfaces.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18908,Topological modes in one-dimensional solids and photonic crystals.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18910,Competing alignments of nematic liquid crystals on square-patterned substrates.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18911,Shape minimisation problems in liquid crystals.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18912,Diverging elasticity and director uniformation in a nanopatterned cell near the nematic-smectic- A phase transition.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18914,Competition of lattice and basis for alignment of nematic liquid crystals.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18915,Direct measurement of surface-induced orientational order parameter profile above the nematic-isotropic phase transition temperature.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18916,Rayleigh-taylor instability experiments with precise and arbitrary control of the initial interface shape.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18918,Energy minimization for liquid crystal equilibrium with electric and flexoelectric effects.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18917,An energy-minimization finite-element approach for the Frank-Oseen model of nematic liquid crystals.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18919,The role of curvature anisotropy in the ordering of spheres on an ellipsoid.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18913,Towards independent control of polar and azimuthal anchoring.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
tufts:18920,Neuronal growth as diffusion in an effective potential.,FacultyScholarshipTransform: 2017-01-13T10:38:31.085-05:00,isPartOf:Tufts University faculty scholarship.,Faculty Scholarship
